ID	adj.P.Val	P.Value	Gene.symbol	Gene.title
4482	7.75e-39	6.04e-39		
7823	7.75e-39	6.05e-39	SLC43A2	solute carrier family 43 member 2
12916	7.79e-39	6.08e-39	TPMT	thiopurine S-methyltransferase
40910	7.81e-39	6.09e-39	ATAD3C	ATPase family, AAA domain containing 3C
15358	7.83e-39	6.11e-39	HPCAL1	hippocalcin like 1
26423	7.89e-39	6.15e-39		
36338	7.89e-39	6.16e-39	CTNNBL1	catenin beta like 1
15764	7.92e-39	6.18e-39	HPRT1	hypoxanthine phosphoribosyltransferase 1
21908	7.94e-39	6.19e-39	HIF1A-AS2///HIF1A	HIF1A antisense RNA 2///hypoxia inducible factor 1 alpha subunit
7112	7.95e-39	6.21e-39	MAP3K5	mitogen-activated protein kinase kinase kinase 5
10333	7.95e-39	6.21e-39		
16366	7.99e-39	6.24e-39	PMS2	PMS1 homolog 2, mismatch repair system component
36875	8.02e-39	6.26e-39	OCLN	occludin
33190	8.03e-39	6.27e-39	HIF1A	hypoxia inducible factor 1 alpha subunit
23683	8.03e-39	6.27e-39	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
33920	8.04e-39	6.28e-39	WISP3	WNT1 inducible signaling pathway protein 3
22871	8.04e-39	6.28e-39	ADD3	adducin 3
36187	8.07e-39	6.30e-39		
36943	8.08e-39	6.31e-39	HLA-DRB1	major histocompatibility complex, class II, DR beta 1
19508	8.09e-39	6.32e-39	CPEB4	cytoplasmic polyadenylation element binding protein 4
23205	8.11e-39	6.34e-39		
3689	8.12e-39	6.34e-39	RRP15	ribosomal RNA processing 15 homolog
18756	8.13e-39	6.35e-39	LTB	lymphotoxin beta
2878	8.13e-39	6.35e-39		
26911	8.13e-39	6.35e-39	HOXA5	homeobox A5
39095	8.16e-39	6.37e-39	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit
44182	8.18e-39	6.39e-39	CAND1	cullin associated and neddylation dissociated 1
13748	8.19e-39	6.40e-39	RAB29	RAB29, member RAS oncogene family
17229	8.20e-39	6.40e-39		
5117	8.21e-39	6.42e-39	IGF1R	insulin like growth factor 1 receptor
18717	8.21e-39	6.42e-39	CKS1B	CDC28 protein kinase regulatory subunit 1B
38654	8.23e-39	6.43e-39	PABPC3	poly(A) binding protein cytoplasmic 3
21850	8.24e-39	6.44e-39	GOLGA8IP	golgin A8 family member I, pseudogene
28831	8.25e-39	6.45e-39		
32538	8.25e-39	6.45e-39	PPP6R1	protein phosphatase 6 regulatory subunit 1
36442	8.26e-39	6.45e-39	MTFMT	mitochondrial methionyl-tRNA formyltransferase
4977	8.26e-39	6.46e-39	DIP2C	disco interacting protein 2 homolog C
16433	8.26e-39	6.46e-39	PAK1IP1	PAK1 interacting protein 1
35350	8.27e-39	6.46e-39	PBX2	PBX homeobox 2
41612	8.29e-39	6.48e-39	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1
33797	8.31e-39	6.50e-39	SPHK2	sphingosine kinase 2
21397	8.33e-39	6.51e-39		
38969	8.42e-39	6.58e-39	FANCA	Fanconi anemia complementation group A
3152	8.42e-39	6.59e-39		
15282	8.43e-39	6.59e-39	TMEM220	transmembrane protein 220
819	8.43e-39	6.59e-39	MGC70870	C-terminal binding protein 2 pseudogene
24198	8.44e-39	6.60e-39	MAP1S	microtubule associated protein 1S
28250	8.46e-39	6.62e-39	SASH1	SAM and SH3 domain containing 1
11217	8.47e-39	6.62e-39		
29801	8.49e-39	6.64e-39	ZNF674-AS1	ZNF674 antisense RNA 1 (head to head)
13890	8.49e-39	6.64e-39	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
10436	8.49e-39	6.64e-39	GAS2L1P2	growth arrest specific 2 like 1 pseudogene 2
35817	8.51e-39	6.65e-39	VEGFA	vascular endothelial growth factor A
40267	8.51e-39	6.65e-39		
40391	8.51e-39	6.66e-39	PLA2G4C	phospholipase A2 group IVC
36133	8.53e-39	6.67e-39	USP1	ubiquitin specific peptidase 1
11026	8.59e-39	6.72e-39	FBXL14	F-box and leucine rich repeat protein 14
29083	8.62e-39	6.74e-39	NMI	N-myc and STAT interactor
16908	8.64e-39	6.76e-39		
34179	8.66e-39	6.77e-39		
22958	8.67e-39	6.79e-39	SEMA6B	semaphorin 6B
7469	8.68e-39	6.79e-39		
14076	8.71e-39	6.82e-39	SEC14L1	SEC14 like lipid binding 1
17837	8.72e-39	6.82e-39	RABEP1	rabaptin, RAB GTPase binding effector protein 1
35900	8.75e-39	6.84e-39	SSFA2	sperm specific antigen 2
24422	8.78e-39	6.87e-39	GFRA4	GDNF family receptor alpha 4
40626	8.79e-39	6.88e-39	WWTR1	WW domain containing transcription regulator 1
13154	8.80e-39	6.89e-39		
9510	8.81e-39	6.89e-39	ITGAV	integrin subunit alpha V
32039	8.81e-39	6.90e-39	POLM	DNA polymerase mu
38510	8.81e-39	6.90e-39		
37171	8.86e-39	6.94e-39	TAF8	TATA-box binding protein associated factor 8
5722	8.88e-39	6.95e-39	CHD4	chromodomain helicase DNA binding protein 4
10059	8.90e-39	6.97e-39	PTK6	protein tyrosine kinase 6
31832	8.92e-39	6.98e-39	ADSS	adenylosuccinate synthase
15257	8.93e-39	6.99e-39	CCNA2	cyclin A2
30239	8.95e-39	7.01e-39	DIDO1	death inducer-obliterator 1
9698	8.95e-39	7.01e-39	IVL	involucrin
19296	8.98e-39	7.03e-39	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)
38425	8.99e-39	7.04e-39	LOC100288181	uncharacterized LOC100288181
34711	9.05e-39	7.09e-39	MTDH	metadherin
38893	9.08e-39	7.11e-39	CH17-340M24.3	uncharacterized protein BC009467
25311	9.09e-39	7.12e-39		
13263	9.09e-39	7.12e-39	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like
26062	9.09e-39	7.12e-39	DLG1	discs large MAGUK scaffold protein 1
27608	9.10e-39	7.13e-39	IGF1R	insulin like growth factor 1 receptor
3482	9.10e-39	7.13e-39	LOC100132217	uncharacterized LOC100132217
37119	9.13e-39	7.15e-39	NPLOC4	NPL4 homolog, ubiquitin recognition factor
2438	9.13e-39	7.15e-39	LPA	lipoprotein(a)
31152	9.16e-39	7.17e-39	MEIS2	Meis homeobox 2
26672	9.17e-39	7.18e-39	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5
1172	9.17e-39	7.18e-39	ARHGAP30	Rho GTPase activating protein 30
40686	9.17e-39	7.18e-39	JRK	Jrk helix-turn-helix protein
34463	9.19e-39	7.20e-39	ENDOG	endonuclease G
12086	9.20e-39	7.21e-39	SLC16A7	solute carrier family 16 member 7
42621	9.24e-39	7.24e-39		
21983	9.24e-39	7.24e-39	YPEL2	yippee like 2
43217	9.27e-39	7.27e-39		
38526	9.30e-39	7.29e-39	LSM10	LSM10, U7 small nuclear RNA associated
12384	9.32e-39	7.31e-39	PRIM1	primase (DNA) subunit 1
34327	9.37e-39	7.34e-39	CPEB2	cytoplasmic polyadenylation element binding protein 2
2958	9.39e-39	7.36e-39	GFOD2	glucose-fructose oxidoreductase domain containing 2
13435	9.39e-39	7.36e-39	PCP2	Purkinje cell protein 2
36673	9.42e-39	7.39e-39		
15797	9.43e-39	7.39e-39	BIRC5	baculoviral IAP repeat containing 5
12648	9.44e-39	7.40e-39	RTTN	rotatin
4605	9.45e-39	7.41e-39	FANCC	Fanconi anemia complementation group C
2397	9.46e-39	7.42e-39	PAK1IP1	PAK1 interacting protein 1
36667	9.47e-39	7.42e-39		
32433	9.49e-39	7.44e-39		
41698	9.50e-39	7.45e-39		
43237	9.51e-39	7.46e-39	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
8090	9.51e-39	7.46e-39	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
2474	9.53e-39	7.47e-39	IRX3	iroquois homeobox 3
9689	9.53e-39	7.48e-39	TG	thyroglobulin
36080	9.54e-39	7.49e-39	PAK1IP1	PAK1 interacting protein 1
16464	9.55e-39	7.49e-39		
5790	9.56e-39	7.50e-39	ZNF232	zinc finger protein 232
12697	9.57e-39	7.51e-39	ZNF215	zinc finger protein 215
1386	9.60e-39	7.53e-39	FAS	Fas cell surface death receptor
27692	9.61e-39	7.54e-39		
17266	9.63e-39	7.56e-39	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
37846	9.64e-39	7.56e-39	FAM83A	family with sequence similarity 83 member A
28466	9.67e-39	7.58e-39		
38547	9.72e-39	7.62e-39		
27317	9.72e-39	7.63e-39	POM121	POM121 transmembrane nucleoporin
6611	9.73e-39	7.63e-39	TNFSF15	tumor necrosis factor superfamily member 15
10000	9.78e-39	7.67e-39	HIST2H2BD	histone cluster 2, H2bd (pseudogene)
17000	9.78e-39	7.68e-39	RINT1	RAD50 interactor 1
10482	9.82e-39	7.71e-39	LOC441666	zinc finger protein 91 pseudogene
34313	9.83e-39	7.72e-39	C1QA	complement C1q A chain
2568	9.91e-39	7.78e-39	ASRGL1	asparaginase like 1
111	9.92e-39	7.79e-39	ATP6V1C2	ATPase H+ transporting V1 subunit C2
41175	9.99e-39	7.84e-39		
28938	1.00e-38	7.87e-39	BIRC5	baculoviral IAP repeat containing 5
14268	1.00e-38	7.88e-39	CDCA8	cell division cycle associated 8
30546	1.01e-38	7.92e-39	LCE1C	late cornified envelope 1C
4134	1.01e-38	7.92e-39	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
41197	1.01e-38	7.93e-39	TRIOBP	TRIO and F-actin binding protein
1355	1.01e-38	7.96e-39		
27285	1.01e-38	7.97e-39		
6771	1.02e-38	7.98e-39	ITGB8	integrin subunit beta 8
10998	1.02e-38	7.99e-39	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
17171	1.02e-38	8.00e-39	PLA2G4A	phospholipase A2 group IVA
43892	1.02e-38	8.01e-39	HDAC5	histone deacetylase 5
40796	1.02e-38	8.02e-39	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1
9331	1.02e-38	8.03e-39	STAT3	signal transducer and activator of transcription 3
7677	1.02e-38	8.05e-39		
12829	1.03e-38	8.06e-39		
14696	1.03e-38	8.07e-39		
25801	1.03e-38	8.08e-39	CTRB2	chymotrypsinogen B2
12058	1.03e-38	8.09e-39		
14714	1.03e-38	8.09e-39	LINC01000	long intergenic non-protein coding RNA 1000
34568	1.03e-38	8.09e-39	LRRC58	leucine rich repeat containing 58
19288	1.03e-38	8.09e-39	PAK1IP1	PAK1 interacting protein 1
43644	1.03e-38	8.10e-39		
35945	1.03e-38	8.10e-39	SUCO	SUN domain containing ossification factor
12127	1.03e-38	8.13e-39	PPARD	peroxisome proliferator activated receptor delta
32057	1.03e-38	8.13e-39		
33582	1.04e-38	8.14e-39	TMEM154	transmembrane protein 154
23373	1.04e-38	8.16e-39	EVC	EvC ciliary complex subunit 1
26954	1.04e-38	8.17e-39	ING1	inhibitor of growth family member 1
12842	1.04e-38	8.17e-39		
42453	1.04e-38	8.18e-39	LYN	LYN proto-oncogene, Src family tyrosine kinase
14951	1.04e-38	8.19e-39		
19599	1.04e-38	8.19e-39	DDIT3	DNA damage inducible transcript 3
16194	1.05e-38	8.23e-39	GLIS1	GLIS family zinc finger 1
38137	1.05e-38	8.26e-39	NCKAP1	NCK associated protein 1
38044	1.05e-38	8.28e-39	KITLG	KIT ligand
15991	1.05e-38	8.29e-39	LCP1	lymphocyte cytosolic protein 1
3345	1.06e-38	8.30e-39	SUSD1	sushi domain containing 1
17656	1.06e-38	8.32e-39	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
5807	1.06e-38	8.34e-39	AGTPBP1	ATP/GTP binding protein 1
29498	1.06e-38	8.34e-39		
9254	1.06e-38	8.34e-39		
26363	1.06e-38	8.35e-39	RABL6	RAB, member RAS oncogene family-like 6
6010	1.07e-38	8.42e-39		
11548	1.07e-38	8.42e-39	CSE1L-AS1	CSE1L antisense RNA 1
18136	1.07e-38	8.42e-39	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial
16216	1.07e-38	8.44e-39	PTPN22	protein tyrosine phosphatase, non-receptor type 22
44668	1.07e-38	8.44e-39	KAT6B	lysine acetyltransferase 6B
40766	1.08e-38	8.51e-39	ZDHHC22	zinc finger DHHC-type containing 22
5076	1.08e-38	8.52e-39	WDR90	WD repeat domain 90
32134	1.08e-38	8.53e-39	SPIN2B	spindlin family member 2B
7938	1.09e-38	8.55e-39	CD34	CD34 molecule
4172	1.09e-38	8.58e-39	GMDS	GDP-mannose 4,6-dehydratase
7935	1.09e-38	8.60e-39	NABP1	nucleic acid binding protein 1
42597	1.10e-38	8.66e-39		
32675	1.10e-38	8.68e-39	NAB1	NGFI-A binding protein 1
42209	1.10e-38	8.68e-39	MMS22L	MMS22 like, DNA repair protein
43640	1.10e-38	8.69e-39	BTN2A2	butyrophilin subfamily 2 member A2
37959	1.11e-38	8.71e-39	GULP1	GULP, engulfment adaptor PTB domain containing 1
13157	1.11e-38	8.73e-39	RB1	RB transcriptional corepressor 1
9137	1.11e-38	8.75e-39		
22341	1.11e-38	8.77e-39	HOPX	HOP homeobox
26181	1.12e-38	8.78e-39		
6994	1.12e-38	8.83e-39	AHI1	Abelson helper integration site 1
4226	1.13e-38	8.86e-39	ABHD12	abhydrolase domain containing 12
25863	1.13e-38	8.87e-39		
32639	1.13e-38	8.87e-39	MRAP2	melanocortin 2 receptor accessory protein 2
38596	1.13e-38	8.89e-39	HLA-K	major histocompatibility complex, class I, K (pseudogene)
31265	1.13e-38	8.93e-39	MUC2	mucin 2, oligomeric mucus/gel-forming
8135	1.14e-38	8.95e-39	STK38L	serine/threonine kinase 38 like
32566	1.14e-38	8.99e-39	EXO1	exonuclease 1
18507	1.14e-38	8.99e-39	LYPLA1	lysophospholipase I
18819	1.15e-38	9.04e-39	FOXO3	forkhead box O3
28448	1.15e-38	9.05e-39	FIGNL1	fidgetin like 1
9053	1.15e-38	9.06e-39	IPO13	importin 13
24923	1.15e-38	9.08e-39		
6789	1.15e-38	9.09e-39		
41558	1.15e-38	9.09e-39	IFITM2	interferon induced transmembrane protein 2
16738	1.16e-38	9.14e-39		
27730	1.16e-38	9.15e-39	FAM78A	family with sequence similarity 78 member A
2388	1.16e-38	9.17e-39	CCDC71L	coiled-coil domain containing 71-like
29912	1.17e-38	9.19e-39	BCO2	beta-carotene oxygenase 2
19861	1.17e-38	9.21e-39	TNFSF12	tumor necrosis factor superfamily member 12
32288	1.17e-38	9.21e-39	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
12067	1.17e-38	9.26e-39	MMS22L	MMS22 like, DNA repair protein
17505	1.18e-38	9.27e-39	IGHD	immunoglobulin heavy constant delta
12465	1.18e-38	9.28e-39	CCDC150	coiled-coil domain containing 150
25933	1.18e-38	9.33e-39		
33408	1.19e-38	9.34e-39	GPR180	G protein-coupled receptor 180
18403	1.19e-38	9.36e-39	CBWD5	COBW domain containing 5
23895	1.20e-38	9.45e-39	BCL2	BCL2, apoptosis regulator
24519	1.20e-38	9.48e-39	TPM1	tropomyosin 1 (alpha)
4445	1.20e-38	9.48e-39	HIST1H2BI	histone cluster 1, H2bi
1733	1.21e-38	9.50e-39	WNT3A	Wnt family member 3A
16344	1.21e-38	9.50e-39	TP53I11	tumor protein p53 inducible protein 11
14437	1.21e-38	9.51e-39	TSTD3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3
1526	1.21e-38	9.51e-39	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
34325	1.21e-38	9.58e-39	SORT1	sortilin 1
23281	1.21e-38	9.58e-39	RAB9A	RAB9A, member RAS oncogene family
33297	1.22e-38	9.60e-39	PRKCB	protein kinase C beta
9420	1.22e-38	9.61e-39	AIM1L	absent in melanoma 1-like
37923	1.23e-38	9.70e-39	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase
39738	1.23e-38	9.73e-39	CBWD5	COBW domain containing 5
21175	1.23e-38	9.74e-39	KIAA0232	KIAA0232
22644	1.24e-38	9.76e-39		
2450	1.24e-38	9.78e-39	STARD4	StAR related lipid transfer domain containing 4
22146	1.24e-38	9.79e-39	KDM6A	lysine demethylase 6A
12293	1.24e-38	9.79e-39	LOC102724951///LOC102724843///LOC102724219///LOC102723360///LOC389831	uncharacterized LOC102724951///uncharacterized LOC102724843///uncharacterized LOC102724219///uncharacterized LOC102723360///uncharacterized LOC389831
5684	1.24e-38	9.79e-39		
17265	1.24e-38	9.79e-39	SCRN3	secernin 3
17027	1.25e-38	9.85e-39	FAM199X	family with sequence similarity 199, X-linked
5996	1.25e-38	9.90e-39	SLC46A3	solute carrier family 46 member 3
29524	1.26e-38	9.92e-39		
16048	1.26e-38	9.92e-39	C1orf53	chromosome 1 open reading frame 53
5878	1.27e-38	1.00e-38		
22843	1.27e-38	1.00e-38	PTK2B	protein tyrosine kinase 2 beta
1377	1.27e-38	1.01e-38	PRELID2	PRELI domain containing 2
25546	1.28e-38	1.01e-38		
37124	1.28e-38	1.01e-38		
32941	1.28e-38	1.01e-38	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
15050	1.28e-38	1.01e-38	TUBA1A	tubulin alpha 1a
3694	1.28e-38	1.01e-38		
8004	1.28e-38	1.01e-38	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
35828	1.29e-38	1.01e-38	ZDHHC2	zinc finger DHHC-type containing 2
28591	1.29e-38	1.01e-38		
30643	1.29e-38	1.02e-38	FAM110D	family with sequence similarity 110 member D
27029	1.29e-38	1.02e-38		
3852	1.29e-38	1.02e-38	PLAGL1	PLAG1 like zinc finger 1
39925	1.29e-38	1.02e-38	KYNU	kynureninase
22244	1.30e-38	1.02e-38		
7997	1.30e-38	1.02e-38	VPS25	vacuolar protein sorting 25 homolog
37913	1.30e-38	1.03e-38	CLN3	CLN3, battenin
20157	1.30e-38	1.03e-38	NOL6	nucleolar protein 6
43990	1.30e-38	1.03e-38	PJA1	praja ring finger ubiquitin ligase 1
31651	1.30e-38	1.03e-38	TBC1D10C	TBC1 domain family member 10C
8045	1.31e-38	1.03e-38	PLCB1	phospholipase C beta 1
14350	1.31e-38	1.03e-38	ADGRG6	adhesion G protein-coupled receptor G6
9700	1.31e-38	1.03e-38	WDR13	WD repeat domain 13
39088	1.31e-38	1.03e-38	NDC80	NDC80, kinetochore complex component
21436	1.31e-38	1.04e-38	MTFR2	mitochondrial fission regulator 2
33564	1.31e-38	1.04e-38	GAS1	growth arrest specific 1
3431	1.32e-38	1.04e-38		
33448	1.32e-38	1.04e-38	MKI67	marker of proliferation Ki-67
39171	1.32e-38	1.04e-38		
32760	1.32e-38	1.04e-38	CYCS	cytochrome c, somatic
8994	1.32e-38	1.05e-38	DAB1	DAB1, reelin adaptor protein
5090	1.33e-38	1.05e-38	CES2	carboxylesterase 2
14064	1.33e-38	1.05e-38	CCDC66	coiled-coil domain containing 66
9765	1.33e-38	1.05e-38		
17921	1.34e-38	1.06e-38	C22orf46	chromosome 22 open reading frame 46
41207	1.34e-38	1.06e-38		
30137	1.34e-38	1.06e-38	LOC440792	proline dehydrogenase 1 pseudogene
33683	1.35e-38	1.06e-38	OSBPL6	oxysterol binding protein like 6
3750	1.35e-38	1.06e-38	BAX	BCL2 associated X, apoptosis regulator
10709	1.35e-38	1.07e-38	SASH1	SAM and SH3 domain containing 1
16969	1.35e-38	1.07e-38	LINC01410	long intergenic non-protein coding RNA 1410
8707	1.36e-38	1.07e-38	ACTN4	actinin alpha 4
18897	1.36e-38	1.08e-38	IGF1R	insulin like growth factor 1 receptor
27226	1.36e-38	1.08e-38	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
13893	1.36e-38	1.08e-38	SLAMF8	SLAM family member 8
7028	1.37e-38	1.08e-38	SPINK5	serine peptidase inhibitor, Kazal type 5
29565	1.37e-38	1.08e-38	LAMB1	laminin subunit beta 1
6767	1.37e-38	1.08e-38	NCOA2	nuclear receptor coactivator 2
36994	1.37e-38	1.08e-38	MIOS	meiosis regulator for oocyte development
35060	1.37e-38	1.08e-38	SHMT1	serine hydroxymethyltransferase 1
27529	1.37e-38	1.09e-38	FMO4	flavin containing monooxygenase 4
38224	1.38e-38	1.09e-38	MRPS11	mitochondrial ribosomal protein S11
30379	1.38e-38	1.09e-38	ONECUT2	one cut homeobox 2
17520	1.38e-38	1.09e-38		
2333	1.38e-38	1.09e-38		
33488	1.38e-38	1.09e-38	PTK2B	protein tyrosine kinase 2 beta
39803	1.38e-38	1.09e-38		
23454	1.38e-38	1.09e-38	DLG3	discs large MAGUK scaffold protein 3
15258	1.39e-38	1.10e-38	TXNIP	thioredoxin interacting protein
34567	1.39e-38	1.10e-38		
22983	1.39e-38	1.10e-38	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
15399	1.40e-38	1.10e-38	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
24909	1.40e-38	1.10e-38		
20231	1.40e-38	1.11e-38	AKAP13	A-kinase anchoring protein 13
36413	1.40e-38	1.11e-38	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
26424	1.41e-38	1.12e-38	GAMT	guanidinoacetate N-methyltransferase
40291	1.41e-38	1.12e-38	SLC2A4RG	SLC2A4 regulator
18104	1.41e-38	1.12e-38	LRP1	LDL receptor related protein 1
41656	1.42e-38	1.12e-38	KIF14	kinesin family member 14
33763	1.42e-38	1.12e-38		
3870	1.42e-38	1.13e-38	ABAT	4-aminobutyrate aminotransferase
15309	1.43e-38	1.13e-38	TMEM209	transmembrane protein 209
7156	1.43e-38	1.13e-38	POLE4	DNA polymerase epsilon 4, accessory subunit
5798	1.43e-38	1.14e-38	LTBP1	latent transforming growth factor beta binding protein 1
2101	1.44e-38	1.14e-38		
36523	1.44e-38	1.14e-38		
43470	1.44e-38	1.14e-38	HIST1H2BD	histone cluster 1, H2bd
1468	1.45e-38	1.14e-38		
32604	1.45e-38	1.14e-38	SHOX	short stature homeobox
37399	1.45e-38	1.15e-38	VAPB	VAMP associated protein B and C
3265	1.45e-38	1.15e-38	IRF1	interferon regulatory factor 1
40315	1.45e-38	1.15e-38	ITGB1	integrin subunit beta 1
33623	1.45e-38	1.15e-38		
34000	1.46e-38	1.16e-38		
15930	1.46e-38	1.16e-38		
38537	1.47e-38	1.16e-38	HTR7	5-hydroxytryptamine receptor 7
17999	1.47e-38	1.17e-38	HSP90B1	heat shock protein 90 beta family member 1
15294	1.47e-38	1.17e-38		
28810	1.47e-38	1.17e-38	TMEM8B	transmembrane protein 8B
16556	1.48e-38	1.17e-38	MAMLD1	mastermind like domain containing 1
37126	1.48e-38	1.17e-38	MAPK8	mitogen-activated protein kinase 8
1314	1.48e-38	1.18e-38	NKG7	natural killer cell granule protein 7
42973	1.48e-38	1.18e-38	FOXQ1	forkhead box Q1
44060	1.49e-38	1.18e-38	NBL1	neuroblastoma 1, DAN family BMP antagonist
32982	1.49e-38	1.18e-38	THEMIS2	thymocyte selection associated family member 2
42503	1.49e-38	1.18e-38	OSBPL10	oxysterol binding protein like 10
38131	1.49e-38	1.18e-38	EIF4B	eukaryotic translation initiation factor 4B
34168	1.49e-38	1.18e-38	KBTBD12	kelch repeat and BTB domain containing 12
43730	1.49e-38	1.18e-38	TNFSF10	tumor necrosis factor superfamily member 10
32939	1.49e-38	1.18e-38	RASSF5	Ras association domain family member 5
34143	1.49e-38	1.18e-38	RARB	retinoic acid receptor beta
32419	1.50e-38	1.19e-38	DPF2	double PHD fingers 2
223	1.50e-38	1.19e-38		
8776	1.51e-38	1.20e-38	OSR2	odd-skipped related transciption factor 2
15839	1.51e-38	1.20e-38		
40499	1.52e-38	1.20e-38	WSB2	WD repeat and SOCS box containing 2
28339	1.52e-38	1.20e-38	PRNP	prion protein
22108	1.52e-38	1.20e-38	COL8A2	collagen type VIII alpha 2 chain
42410	1.52e-38	1.21e-38	PCNP	PEST proteolytic signal containing nuclear protein
34782	1.52e-38	1.21e-38	DSCC1	DNA replication and sister chromatid cohesion 1
12258	1.52e-38	1.21e-38	WWTR1	WW domain containing transcription regulator 1
7902	1.52e-38	1.21e-38	C1orf112	chromosome 1 open reading frame 112
17533	1.52e-38	1.21e-38	HIF1A-AS2///HIF1A	HIF1A antisense RNA 2///hypoxia inducible factor 1 alpha subunit
8196	1.53e-38	1.22e-38	ZNF107	zinc finger protein 107
11347	1.54e-38	1.22e-38	ICMT	isoprenylcysteine carboxyl methyltransferase
38562	1.54e-38	1.22e-38	FRG1BP	FSHD region gene 1 family member B, pseudogene
14456	1.54e-38	1.22e-38		
33145	1.55e-38	1.23e-38	TCF25	transcription factor 25
34604	1.55e-38	1.23e-38	CKAP2L	cytoskeleton associated protein 2 like
17619	1.55e-38	1.23e-38	FMO1	flavin containing monooxygenase 1
17349	1.55e-38	1.23e-38	HMGN5	high mobility group nucleosome binding domain 5
25198	1.55e-38	1.23e-38	FAM204A	family with sequence similarity 204 member A
4107	1.56e-38	1.24e-38	CASP3	caspase 3
1555	1.56e-38	1.24e-38	PAK4	p21 (RAC1) activated kinase 4
911	1.57e-38	1.25e-38	RNF112	ring finger protein 112
2217	1.58e-38	1.25e-38		
27380	1.58e-38	1.25e-38		
21452	1.58e-38	1.25e-38	FBXL2	F-box and leucine rich repeat protein 2
24830	1.58e-38	1.25e-38	ROPN1L	rhophilin associated tail protein 1 like
8018	1.59e-38	1.26e-38	OSBPL1A	oxysterol binding protein like 1A
7605	1.59e-38	1.26e-38	FAS	Fas cell surface death receptor
44407	1.60e-38	1.27e-38	FLJ26850	FLJ26850 protein
3317	1.60e-38	1.27e-38	TPM1	tropomyosin 1 (alpha)
11077	1.61e-38	1.28e-38	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1
40846	1.61e-38	1.28e-38	CACUL1	CDK2 associated cullin domain 1
21106	1.61e-38	1.28e-38		
34579	1.62e-38	1.29e-38	HIF1A	hypoxia inducible factor 1 alpha subunit
26980	1.63e-38	1.30e-38	OCLN	occludin
28308	1.63e-38	1.30e-38	AFDN	afadin, adherens junction formation factor
5444	1.63e-38	1.30e-38	BAIAP2	BAI1 associated protein 2
26523	1.64e-38	1.30e-38	GOLGA6L1	golgin A6 family-like 1
24942	1.64e-38	1.30e-38	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
29706	1.64e-38	1.30e-38	IGSF6	immunoglobulin superfamily member 6
25659	1.65e-38	1.31e-38	SLC25A37	solute carrier family 25 member 37
38029	1.65e-38	1.31e-38	NMI	N-myc and STAT interactor
12149	1.65e-38	1.31e-38		
35176	1.66e-38	1.32e-38	TMEM191B	transmembrane protein 191B
24686	1.66e-38	1.32e-38	PCDHB11	protocadherin beta 11
9853	1.67e-38	1.33e-38	BHLHA15	basic helix-loop-helix family member a15
8775	1.67e-38	1.33e-38	EHBP1	EH domain binding protein 1
39476	1.67e-38	1.33e-38	IMPAD1	inositol monophosphatase domain containing 1
27291	1.67e-38	1.33e-38	BCL2	BCL2, apoptosis regulator
13104	1.67e-38	1.33e-38	RINT1	RAD50 interactor 1
23170	1.67e-38	1.33e-38	ADGRL3	adhesion G protein-coupled receptor L3
24040	1.68e-38	1.33e-38	B3GLCT	beta 3-glucosyltransferase
7055	1.68e-38	1.33e-38	TTYH1	tweety family member 1
17785	1.69e-38	1.34e-38	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
33613	1.70e-38	1.35e-38		
21775	1.70e-38	1.35e-38	MEIS2	Meis homeobox 2
26384	1.70e-38	1.35e-38	KDM3A	lysine demethylase 3A
11801	1.70e-38	1.36e-38	ST18	ST18, C2H2C-type zinc finger
7531	1.71e-38	1.36e-38	SMAD3	SMAD family member 3
36325	1.71e-38	1.36e-38	CABP4	calcium binding protein 4
