ID	adj.P.Val	P.Value	Gene.symbol	Gene.title
8701	2.07e-39	1.56e-39	TBC1D3B	TBC1 domain family member 3B
12259	2.08e-39	1.57e-39		
7330	2.08e-39	1.57e-39	ENGASE	endo-beta-N-acetylglucosaminidase
17388	2.08e-39	1.57e-39	KCNC3	potassium voltage-gated channel subfamily C member 3
8721	2.09e-39	1.57e-39	TSPAN6	tetraspanin 6
10632	2.09e-39	1.57e-39	CXorf40B	chromosome X open reading frame 40B
17628	2.09e-39	1.58e-39	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
16160	2.09e-39	1.58e-39	ANKRD36B	ankyrin repeat domain 36B
4832	2.10e-39	1.58e-39	MLKL	mixed lineage kinase domain like
42269	2.10e-39	1.59e-39	EWSR1	EWS RNA binding protein 1
31236	2.10e-39	1.59e-39	HOXD11	homeobox D11
2302	2.10e-39	1.59e-39	ASL	argininosuccinate lyase
34801	2.12e-39	1.60e-39	SYNPO2	synaptopodin 2
31988	2.12e-39	1.60e-39	ZNF439	zinc finger protein 439
16712	2.12e-39	1.60e-39	MC1R	melanocortin 1 receptor
39233	2.12e-39	1.60e-39	TMED7	transmembrane p24 trafficking protein 7
20352	2.13e-39	1.61e-39	SMC1A	structural maintenance of chromosomes 1A
32463	2.13e-39	1.61e-39	BCL2L11	BCL2 like 11
13772	2.14e-39	1.61e-39	LOC390705	protein phosphatase 2 regulatory subunit B'', beta pseudogene
29323	2.14e-39	1.61e-39	KIT	KIT proto-oncogene receptor tyrosine kinase
555	2.14e-39	1.61e-39	NUDT18	nudix hydrolase 18
19646	2.14e-39	1.61e-39	TIPIN	TIMELESS interacting protein
12757	2.14e-39	1.62e-39	FLYWCH1	FLYWCH-type zinc finger 1
20084	2.14e-39	1.62e-39	MID1	midline 1
35859	2.14e-39	1.62e-39	RCHY1	ring finger and CHY zinc finger domain containing 1
24385	2.15e-39	1.62e-39		
41005	2.16e-39	1.63e-39	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2
30747	2.16e-39	1.64e-39	CYP2C19	cytochrome P450 family 2 subfamily C member 19
15342	2.17e-39	1.64e-39		
12432	2.17e-39	1.64e-39		
38205	2.17e-39	1.64e-39	CCNB2	cyclin B2
10689	2.17e-39	1.64e-39	ZBTB7A	zinc finger and BTB domain containing 7A
11445	2.18e-39	1.65e-39	EDNRA	endothelin receptor type A
6153	2.18e-39	1.65e-39	PAK1IP1	PAK1 interacting protein 1
33366	2.18e-39	1.65e-39	MOGS	mannosyl-oligosaccharide glucosidase
35410	2.18e-39	1.65e-39	HIF1A	hypoxia inducible factor 1 alpha subunit
37437	2.18e-39	1.65e-39	NMI	N-myc and STAT interactor
41803	2.19e-39	1.65e-39		
8419	2.19e-39	1.65e-39	IRS2	insulin receptor substrate 2
20461	2.19e-39	1.66e-39	FOXE1	forkhead box E1
31117	2.20e-39	1.66e-39		
19618	2.20e-39	1.66e-39		
31758	2.20e-39	1.66e-39		
23973	2.20e-39	1.67e-39	WDR55	WD repeat domain 55
280	2.20e-39	1.67e-39	SAR1B	secretion associated Ras related GTPase 1B
10077	2.20e-39	1.67e-39	CCDC50	coiled-coil domain containing 50
21672	2.21e-39	1.67e-39	CA12	carbonic anhydrase 12
26282	2.21e-39	1.67e-39	AFF4	AF4/FMR2 family member 4
44053	2.22e-39	1.68e-39	STK4	serine/threonine kinase 4
44377	2.22e-39	1.68e-39	CNTNAP3	contactin associated protein-like 3
6071	2.22e-39	1.68e-39	CA5B	carbonic anhydrase 5B
5683	2.23e-39	1.68e-39	GUCA2B	guanylate cyclase activator 2B
19220	2.23e-39	1.69e-39	TNFRSF11B	TNF receptor superfamily member 11b
29454	2.24e-39	1.69e-39	ICAM1	intercellular adhesion molecule 1
18896	2.24e-39	1.69e-39	RAD23A	RAD23 homolog A, nucleotide excision repair protein
32071	2.25e-39	1.70e-39	CPN2	carboxypeptidase N subunit 2
39866	2.25e-39	1.70e-39	FSTL4	follistatin like 4
25006	2.25e-39	1.70e-39	SNCA	synuclein alpha
27692	2.25e-39	1.70e-39		
20843	2.26e-39	1.71e-39	LCE1F	late cornified envelope 1F
26148	2.26e-39	1.71e-39	KHNYN	KH and NYN domain containing
39501	2.26e-39	1.71e-39	PC	pyruvate carboxylase
22333	2.27e-39	1.72e-39	LSM12	LSM12 homolog
5081	2.28e-39	1.73e-39	TEX40	testis expressed 40
28124	2.29e-39	1.73e-39	SLC38A2	solute carrier family 38 member 2
25115	2.29e-39	1.73e-39	LINC00965	long intergenic non-protein coding RNA 965
38547	2.29e-39	1.74e-39		
19877	2.30e-39	1.74e-39	WNT4	Wnt family member 4
27096	2.30e-39	1.74e-39	SERTAD4-AS1	SERTAD4 antisense RNA 1
4853	2.30e-39	1.74e-39		
17398	2.31e-39	1.75e-39	SYNPO	synaptopodin
21247	2.32e-39	1.75e-39	FAM135A	family with sequence similarity 135 member A
33251	2.32e-39	1.76e-39	TRIM14	tripartite motif containing 14
26196	2.33e-39	1.76e-39		
19067	2.33e-39	1.76e-39	DSC2	desmocollin 2
31484	2.33e-39	1.77e-39	SPTLC3	serine palmitoyltransferase long chain base subunit 3
37017	2.34e-39	1.77e-39		
27860	2.34e-39	1.77e-39		
24971	2.34e-39	1.77e-39	CCDC15	coiled-coil domain containing 15
33698	2.34e-39	1.77e-39	MAN1A1	mannosidase alpha class 1A member 1
21517	2.34e-39	1.77e-39		
15415	2.35e-39	1.78e-39	DBF4	DBF4 zinc finger
18437	2.35e-39	1.78e-39	SDHD	succinate dehydrogenase complex subunit D
11591	2.36e-39	1.79e-39	PTK2B	protein tyrosine kinase 2 beta
44567	2.36e-39	1.79e-39	CD59	CD59 molecule
31539	2.37e-39	1.79e-39	ZNF518A	zinc finger protein 518A
5016	2.37e-39	1.79e-39	CRNN	cornulin
19776	2.37e-39	1.80e-39		
34906	2.37e-39	1.80e-39	WDR11	WD repeat domain 11
22374	2.38e-39	1.80e-39	ENOPH1	enolase-phosphatase 1
24367	2.38e-39	1.80e-39		
36906	2.39e-39	1.81e-39	DESI2	desumoylating isopeptidase 2
6617	2.40e-39	1.82e-39	ELMO3	engulfment and cell motility 3
1480	2.40e-39	1.82e-39	CCDC88B	coiled-coil domain containing 88B
9573	2.40e-39	1.82e-39	CCPG1	cell cycle progression 1
32501	2.41e-39	1.82e-39	GLYCTK	glycerate kinase
16464	2.41e-39	1.83e-39		
32628	2.41e-39	1.83e-39	TTTY14	testis-specific transcript, Y-linked 14 (non-protein coding)
14769	2.42e-39	1.83e-39	ICAM1	intercellular adhesion molecule 1
32293	2.42e-39	1.83e-39	ANKRD20A2	ankyrin repeat domain 20 family member A2
40470	2.42e-39	1.84e-39	USP6NL	USP6 N-terminal like
25376	2.42e-39	1.84e-39	SDHAF3	succinate dehydrogenase complex assembly factor 3
34135	2.43e-39	1.84e-39		
44464	2.43e-39	1.84e-39	TFPI	tissue factor pathway inhibitor
6758	2.44e-39	1.85e-39		
12151	2.44e-39	1.85e-39	LOC101927056	uncharacterized LOC101927056
39938	2.45e-39	1.85e-39		
3277	2.45e-39	1.85e-39	ATRAID	all-trans retinoic acid induced differentiation factor
22578	2.47e-39	1.88e-39		
20865	2.47e-39	1.88e-39	NAPSA	napsin A aspartic peptidase
22419	2.48e-39	1.88e-39	AKAP13	A-kinase anchoring protein 13
43217	2.48e-39	1.88e-39		
669	2.49e-39	1.89e-39	MPEG1	macrophage expressed 1
747	2.49e-39	1.89e-39	AGMAT	agmatinase
27095	2.49e-39	1.89e-39	ADI1	acireductone dioxygenase 1
10826	2.49e-39	1.89e-39		
30381	2.49e-39	1.89e-39		
924	2.51e-39	1.90e-39		
27686	2.51e-39	1.90e-39	TFCP2	transcription factor CP2
27684	2.51e-39	1.91e-39	SAR1A	secretion associated Ras related GTPase 1A
14834	2.51e-39	1.91e-39	ARF5	ADP ribosylation factor 5
42226	2.51e-39	1.91e-39	ATP6AP1L	ATPase H+ transporting accessory protein 1 like
22101	2.52e-39	1.91e-39	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
11317	2.52e-39	1.91e-39		
31918	2.52e-39	1.91e-39	FOXA1	forkhead box A1
33910	2.52e-39	1.92e-39	HIST1H3F	histone cluster 1, H3f
27759	2.53e-39	1.92e-39	KIAA1429	KIAA1429
24956	2.53e-39	1.92e-39	ABHD10	abhydrolase domain containing 10
35752	2.54e-39	1.93e-39	ADAP2	ArfGAP with dual PH domains 2
10697	2.54e-39	1.93e-39	IPO4	importin 4
20305	2.56e-39	1.94e-39	MTA1	metastasis associated 1
33993	2.57e-39	1.95e-39	ULK3	unc-51 like kinase 3
16543	2.58e-39	1.96e-39	KNL1	kinetochore scaffold 1
10857	2.58e-39	1.96e-39	EXPH5	exophilin 5
13372	2.59e-39	1.97e-39	MAP9	microtubule associated protein 9
36004	2.60e-39	1.97e-39	AZGP1	alpha-2-glycoprotein 1, zinc-binding
30794	2.60e-39	1.97e-39	RPL15	ribosomal protein L15
5249	2.61e-39	1.98e-39	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
39617	2.61e-39	1.98e-39	TMEM121	transmembrane protein 121
757	2.62e-39	1.99e-39	TMEM128	transmembrane protein 128
35470	2.62e-39	1.99e-39	LIMD1	LIM domains containing 1
19027	2.62e-39	1.99e-39	TRIM45	tripartite motif containing 45
21652	2.63e-39	1.99e-39	FBXW7	F-box and WD repeat domain containing 7
12806	2.63e-39	2.00e-39	ARHGEF37	Rho guanine nucleotide exchange factor 37
9481	2.63e-39	2.00e-39	CASP3	caspase 3
29052	2.63e-39	2.00e-39	SERTAD4	SERTA domain containing 4
38621	2.64e-39	2.00e-39	NMI	N-myc and STAT interactor
31441	2.64e-39	2.01e-39	DHRS13	dehydrogenase/reductase 13
32703	2.65e-39	2.01e-39		
38259	2.65e-39	2.02e-39	PLCG2	phospholipase C gamma 2
34327	2.66e-39	2.02e-39	CPEB2	cytoplasmic polyadenylation element binding protein 2
29240	2.66e-39	2.02e-39	ADIPOR2	adiponectin receptor 2
36924	2.67e-39	2.03e-39	EIF1B	eukaryotic translation initiation factor 1B
28591	2.67e-39	2.03e-39		
44904	2.67e-39	2.03e-39	USP54	ubiquitin specific peptidase 54
24449	2.68e-39	2.03e-39	CDCA2	cell division cycle associated 2
28297	2.68e-39	2.03e-39	RPA3	replication protein A3
22115	2.68e-39	2.03e-39		
37413	2.68e-39	2.04e-39	USP4	ubiquitin specific peptidase 4
12851	2.68e-39	2.04e-39	SRPRB	SRP receptor beta subunit
34473	2.68e-39	2.04e-39	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
12597	2.69e-39	2.05e-39	LY6K	lymphocyte antigen 6 complex, locus K
19847	2.70e-39	2.05e-39	GRHL1	grainyhead like transcription factor 1
39421	2.70e-39	2.05e-39	SGO1	shugoshin 1
12426	2.71e-39	2.06e-39	DCAF10	DDB1 and CUL4 associated factor 10
40376	2.71e-39	2.06e-39	ANKRD13A	ankyrin repeat domain 13A
9747	2.71e-39	2.06e-39	CYB5D2	cytochrome b5 domain containing 2
4069	2.71e-39	2.06e-39	ARHGAP35	Rho GTPase activating protein 35
35339	2.72e-39	2.07e-39		
24523	2.73e-39	2.07e-39	MGA	MGA, MAX dimerization protein
37420	2.73e-39	2.07e-39		
27475	2.73e-39	2.07e-39	TSPAN10	tetraspanin 10
38806	2.73e-39	2.08e-39		
18967	2.73e-39	2.08e-39	ASB16	ankyrin repeat and SOCS box containing 16
8775	2.74e-39	2.08e-39	EHBP1	EH domain binding protein 1
41128	2.75e-39	2.09e-39	TSEN15	tRNA splicing endonuclease subunit 15
44899	2.75e-39	2.09e-39		
14419	2.76e-39	2.10e-39		
42317	2.77e-39	2.11e-39	TPT1-AS1	TPT1 antisense RNA 1
30958	2.77e-39	2.11e-39		
18281	2.77e-39	2.11e-39	LPP	LIM domain containing preferred translocation partner in lipoma
27693	2.78e-39	2.12e-39	ZNF274	zinc finger protein 274
37521	2.78e-39	2.12e-39		
18024	2.79e-39	2.12e-39	ZMAT2	zinc finger matrin-type 2
43959	2.81e-39	2.14e-39	NMI	N-myc and STAT interactor
4894	2.81e-39	2.14e-39	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta
448	2.82e-39	2.14e-39	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
42001	2.82e-39	2.15e-39		
38864	2.83e-39	2.16e-39	FTHL17	ferritin heavy chain like 17
22523	2.83e-39	2.16e-39		
37085	2.83e-39	2.16e-39	SETD9	SET domain containing 9
15742	2.84e-39	2.16e-39	PLVAP	plasmalemma vesicle associated protein
26363	2.84e-39	2.17e-39	RABL6	RAB, member RAS oncogene family-like 6
31465	2.84e-39	2.17e-39	ARF6	ADP ribosylation factor 6
3708	2.85e-39	2.17e-39	BDH1	3-hydroxybutyrate dehydrogenase, type 1
23600	2.85e-39	2.17e-39	PSMD3	proteasome 26S subunit, non-ATPase 3
29969	2.85e-39	2.17e-39	VWCE	von Willebrand factor C and EGF domains
5873	2.85e-39	2.17e-39	PSRC1	proline and serine rich coiled-coil 1
27155	2.85e-39	2.17e-39	DHX30	DEAH-box helicase 30
26547	2.85e-39	2.17e-39		
34141	2.85e-39	2.17e-39		
8902	2.86e-39	2.18e-39	CD48	CD48 molecule
39032	2.87e-39	2.19e-39	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
558	2.87e-39	2.19e-39	LRRC61	leucine rich repeat containing 61
3766	2.87e-39	2.19e-39	BARX2	BARX homeobox 2
41277	2.88e-39	2.19e-39	LRRFIP1	LRR binding FLII interacting protein 1
35328	2.89e-39	2.20e-39	TOMM40	translocase of outer mitochondrial membrane 40
4415	2.89e-39	2.20e-39	ARL4A	ADP ribosylation factor like GTPase 4A
7592	2.89e-39	2.20e-39	SUV39H2	suppressor of variegation 3-9 homolog 2
18410	2.89e-39	2.20e-39	CYP3A5	cytochrome P450 family 3 subfamily A member 5
28810	2.89e-39	2.20e-39	TMEM8B	transmembrane protein 8B
20309	2.90e-39	2.21e-39	NAPA	NSF attachment protein alpha
26298	2.90e-39	2.21e-39	GPER1	G protein-coupled estrogen receptor 1
35476	2.90e-39	2.21e-39		
39774	2.90e-39	2.21e-39	TRAP1	TNF receptor associated protein 1
29522	2.91e-39	2.22e-39	GAB2	GRB2 associated binding protein 2
22866	2.91e-39	2.22e-39	MMP2	matrix metallopeptidase 2
28648	2.92e-39	2.23e-39	RNF20	ring finger protein 20
10934	2.93e-39	2.23e-39		
13504	2.94e-39	2.24e-39		
6920	2.94e-39	2.24e-39	GSR	glutathione-disulfide reductase
9765	2.94e-39	2.24e-39		
8962	2.94e-39	2.24e-39	THAP2	THAP domain containing 2
35850	2.95e-39	2.25e-39	CTSV	cathepsin V
34150	2.95e-39	2.25e-39	CCM2	CCM2 scaffolding protein
44954	2.95e-39	2.25e-39	LRRC8E	leucine rich repeat containing 8 family member E
16519	2.95e-39	2.25e-39	OSMR	oncostatin M receptor
37606	2.95e-39	2.25e-39		
41197	2.95e-39	2.25e-39	TRIOBP	TRIO and F-actin binding protein
13154	2.96e-39	2.26e-39		
44727	2.96e-39	2.26e-39	RFC5	replication factor C subunit 5
37223	2.97e-39	2.26e-39	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
40729	2.97e-39	2.27e-39		
44087	2.98e-39	2.27e-39		
39722	2.98e-39	2.28e-39	UBE2G1	ubiquitin conjugating enzyme E2 G1
38227	2.99e-39	2.28e-39	SLC30A7	solute carrier family 30 member 7
33051	3.00e-39	2.29e-39		
28627	3.00e-39	2.29e-39		
39382	3.01e-39	2.29e-39	LPAR6	lysophosphatidic acid receptor 6
28469	3.02e-39	2.30e-39	CCDC125	coiled-coil domain containing 125
30558	3.03e-39	2.31e-39	SLA	Src-like-adaptor
1040	3.03e-39	2.31e-39	WWC2	WW and C2 domain containing 2
12022	3.03e-39	2.31e-39	BLNK	B-cell linker
39611	3.03e-39	2.32e-39	IGFBP3	insulin like growth factor binding protein 3
8776	3.03e-39	2.32e-39	OSR2	odd-skipped related transciption factor 2
10440	3.04e-39	2.32e-39		
30315	3.04e-39	2.32e-39		
24040	3.05e-39	2.33e-39	B3GLCT	beta 3-glucosyltransferase
14697	3.05e-39	2.33e-39	PTPRB	protein tyrosine phosphatase, receptor type B
3624	3.05e-39	2.33e-39	MUC20	mucin 20, cell surface associated
23271	3.06e-39	2.33e-39	ZNF843	zinc finger protein 843
37489	3.06e-39	2.34e-39	TRPC1	transient receptor potential cation channel subfamily C member 1
20321	3.07e-39	2.34e-39		
35623	3.07e-39	2.34e-39	DNM1P35	dynamin 1 pseudogene 35
486	3.07e-39	2.35e-39	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2
12185	3.08e-39	2.35e-39	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
12191	3.08e-39	2.35e-39	PSPH	phosphoserine phosphatase
29154	3.08e-39	2.35e-39	MYC	v-myc avian myelocytomatosis viral oncogene homolog
27454	3.08e-39	2.35e-39	ASUN	asunder, spermatogenesis regulator
44433	3.09e-39	2.36e-39	NXPH4	neurexophilin 4
31154	3.10e-39	2.37e-39		
19571	3.10e-39	2.37e-39	IFITM3	interferon induced transmembrane protein 3
24586	3.10e-39	2.37e-39	LOC100288860	uncharacterized LOC100288860
35349	3.11e-39	2.38e-39	HOXB6	homeobox B6
4226	3.11e-39	2.38e-39	ABHD12	abhydrolase domain containing 12
32162	3.12e-39	2.38e-39	DUSP16	dual specificity phosphatase 16
29770	3.12e-39	2.39e-39	CEP131	centrosomal protein 131
1497	3.13e-39	2.39e-39		
8258	3.14e-39	2.40e-39	LTB4R	leukotriene B4 receptor
19702	3.14e-39	2.40e-39	SOX3	SRY-box 3
8296	3.14e-39	2.40e-39	DOK4	docking protein 4
7221	3.15e-39	2.41e-39		
36982	3.16e-39	2.41e-39		
22826	3.16e-39	2.42e-39	RB1	RB transcriptional corepressor 1
42612	3.18e-39	2.43e-39	ICAM1	intercellular adhesion molecule 1
893	3.19e-39	2.43e-39		
14245	3.19e-39	2.43e-39	MFSD12	major facilitator superfamily domain containing 12
24018	3.19e-39	2.44e-39	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
34239	3.19e-39	2.44e-39	IRS2	insulin receptor substrate 2
42389	3.19e-39	2.44e-39	LOC101927752	uncharacterized LOC101927752
6125	3.19e-39	2.44e-39	NOD2	nucleotide binding oligomerization domain containing 2
156	3.19e-39	2.44e-39	C5orf24	chromosome 5 open reading frame 24
8037	3.19e-39	2.44e-39		
33839	3.19e-39	2.44e-39		
18130	3.21e-39	2.45e-39	DOK3	docking protein 3
10451	3.21e-39	2.45e-39		
5446	3.22e-39	2.46e-39	ISYNA1	inositol-3-phosphate synthase 1
14411	3.23e-39	2.47e-39	RAI1	retinoic acid induced 1
31905	3.23e-39	2.47e-39		
11655	3.23e-39	2.47e-39		
13937	3.23e-39	2.47e-39	CREB3	cAMP responsive element binding protein 3
26419	3.24e-39	2.48e-39	WDR26	WD repeat domain 26
25380	3.24e-39	2.48e-39	ZNF212	zinc finger protein 212
8632	3.24e-39	2.48e-39		
26835	3.24e-39	2.48e-39		
3065	3.25e-39	2.48e-39		
27231	3.25e-39	2.49e-39		
31573	3.26e-39	2.49e-39	KLK13	kallikrein related peptidase 13
22834	3.27e-39	2.50e-39		
35788	3.27e-39	2.50e-39		
28211	3.27e-39	2.51e-39		
12865	3.29e-39	2.52e-39	ARID3A	AT-rich interaction domain 3A
38885	3.29e-39	2.52e-39	ANKRD65	ankyrin repeat domain 65
10356	3.29e-39	2.52e-39	MAPK8	mitogen-activated protein kinase 8
30249	3.30e-39	2.52e-39	SMPD3	sphingomyelin phosphodiesterase 3
17563	3.30e-39	2.52e-39	PRELP	proline and arginine rich end leucine rich repeat protein
10395	3.30e-39	2.52e-39	ACTA2	actin, alpha 2, smooth muscle, aorta
8435	3.30e-39	2.53e-39	RASGRP1	RAS guanyl releasing protein 1
17971	3.30e-39	2.53e-39	NETO2	neuropilin and tolloid like 2
21894	3.30e-39	2.53e-39	MARCKSL1	MARCKS like 1
16277	3.31e-39	2.53e-39	ILF3	interleukin enhancer binding factor 3
29801	3.31e-39	2.54e-39	ZNF674-AS1	ZNF674 antisense RNA 1 (head to head)
40686	3.31e-39	2.54e-39	JRK	Jrk helix-turn-helix protein
16115	3.33e-39	2.55e-39	BEX3	brain expressed X-linked 3
10282	3.33e-39	2.55e-39	HOXA3	homeobox A3
3228	3.34e-39	2.56e-39		
31239	3.34e-39	2.56e-39	IARS	isoleucyl-tRNA synthetase
7469	3.34e-39	2.56e-39		
12622	3.35e-39	2.56e-39	BTBD2	BTB domain containing 2
3594	3.35e-39	2.56e-39	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
14456	3.36e-39	2.57e-39		
19709	3.36e-39	2.58e-39	TMED8	transmembrane p24 trafficking protein family member 8
42973	3.37e-39	2.58e-39	FOXQ1	forkhead box Q1
18838	3.37e-39	2.58e-39		
5117	3.43e-39	2.63e-39	IGF1R	insulin like growth factor 1 receptor
5393	3.45e-39	2.64e-39	MFI2-AS1	MFI2 antisense RNA 1
16884	3.45e-39	2.65e-39	JMJD8	jumonji domain containing 8
28503	3.47e-39	2.66e-39		
27285	3.47e-39	2.66e-39		
26179	3.48e-39	2.66e-39	TMEM86B	transmembrane protein 86B
31741	3.48e-39	2.67e-39	TXNDC9	thioredoxin domain containing 9
29873	3.49e-39	2.67e-39		
3283	3.49e-39	2.67e-39		
11520	3.49e-39	2.68e-39	FAM160A1	family with sequence similarity 160 member A1
5067	3.50e-39	2.68e-39		
31360	3.50e-39	2.69e-39	HIF1A	hypoxia inducible factor 1 alpha subunit
3870	3.52e-39	2.70e-39	ABAT	4-aminobutyrate aminotransferase
32186	3.52e-39	2.70e-39	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene
7611	3.53e-39	2.70e-39	MYL9	myosin light chain 9
32276	3.53e-39	2.70e-39	NUDT10	nudix hydrolase 10
30490	3.53e-39	2.70e-39		
34325	3.55e-39	2.72e-39	SORT1	sortilin 1
34832	3.57e-39	2.74e-39	CLIC4	chloride intracellular channel 4
1435	3.57e-39	2.74e-39	SKP1	S-phase kinase-associated protein 1
41191	3.57e-39	2.74e-39	PGRMC1	progesterone receptor membrane component 1
43876	3.58e-39	2.74e-39	PLXND1	plexin D1
44603	3.58e-39	2.74e-39	ZNF493	zinc finger protein 493
34115	3.58e-39	2.75e-39	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
17027	3.61e-39	2.77e-39	FAM199X	family with sequence similarity 199, X-linked
31129	3.61e-39	2.77e-39	IFT122	intraflagellar transport 122
18715	3.61e-39	2.77e-39	RAD51AP1	RAD51 associated protein 1
21690	3.62e-39	2.78e-39	RAB2A	RAB2A, member RAS oncogene family
44731	3.62e-39	2.78e-39	PTPN14	protein tyrosine phosphatase, non-receptor type 14
2914	3.62e-39	2.78e-39	TMEM92	transmembrane protein 92
19307	3.63e-39	2.78e-39	MAGEA6	MAGE family member A6
437	3.63e-39	2.78e-39	METTL23	methyltransferase like 23
2878	3.64e-39	2.79e-39		
17353	3.64e-39	2.79e-39	LMO7	LIM domain 7
15358	3.65e-39	2.80e-39	HPCAL1	hippocalcin like 1
39738	3.66e-39	2.81e-39	CBWD5	COBW domain containing 5
6644	3.67e-39	2.82e-39	RILPL2	Rab interacting lysosomal protein like 2
32207	3.70e-39	2.84e-39	DICER1-AS1	DICER1 antisense RNA 1
4605	3.70e-39	2.84e-39	FANCC	Fanconi anemia complementation group C
18205	3.70e-39	2.84e-39	SLC31A2	solute carrier family 31 member 2
10179	3.71e-39	2.85e-39		
36673	3.71e-39	2.85e-39		
17049	3.72e-39	2.85e-39	HRASLS5	HRAS like suppressor family member 5
14585	3.72e-39	2.86e-39	LPP	LIM domain containing preferred translocation partner in lipoma
38893	3.73e-39	2.86e-39	CH17-340M24.3	uncharacterized protein BC009467
8827	3.75e-39	2.88e-39	PCTP	phosphatidylcholine transfer protein
13513	3.75e-39	2.88e-39	SNCA	synuclein alpha
603	3.77e-39	2.89e-39	SHMT1	serine hydroxymethyltransferase 1
21038	3.78e-39	2.90e-39	PTK2B	protein tyrosine kinase 2 beta
12204	3.79e-39	2.91e-39	WRB-SH3BGR///WRB	WRB-SH3BGR readthrough///tryptophan rich basic protein
33397	3.79e-39	2.91e-39		
30267	3.80e-39	2.91e-39		
40906	3.80e-39	2.91e-39		
9070	3.80e-39	2.91e-39	MSH2	mutS homolog 2
18196	3.80e-39	2.92e-39	GAS2L3	growth arrest specific 2 like 3
36442	3.80e-39	2.92e-39	MTFMT	mitochondrial methionyl-tRNA formyltransferase
16345	3.80e-39	2.92e-39	CAMK1D	calcium/calmodulin dependent protein kinase ID
37220	3.82e-39	2.93e-39	HIST3H2BB	histone cluster 3, H2bb
25933	3.82e-39	2.93e-39		
38477	3.82e-39	2.94e-39	CNIH1	cornichon family AMPA receptor auxiliary protein 1
15399	3.84e-39	2.95e-39	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
1386	3.84e-39	2.95e-39	FAS	Fas cell surface death receptor
38297	3.85e-39	2.95e-39	OLFML3	olfactomedin like 3
16477	3.85e-39	2.96e-39	TGFBR1	transforming growth factor beta receptor 1
5652	3.85e-39	2.96e-39	GBAS	glioblastoma amplified sequence
24128	3.85e-39	2.96e-39		
15128	3.87e-39	2.97e-39	ITGAV	integrin subunit alpha V
12108	3.87e-39	2.97e-39	NRG1	neuregulin 1
819	3.88e-39	2.98e-39	MGC70870	C-terminal binding protein 2 pseudogene
7218	3.90e-39	3.00e-39	SUN1	Sad1 and UNC84 domain containing 1
20418	3.90e-39	3.00e-39	NUDCD1	NudC domain containing 1
14168	3.91e-39	3.00e-39	GBP5	guanylate binding protein 5
23138	3.91e-39	3.01e-39	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
37271	3.92e-39	3.01e-39	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
18749	3.92e-39	3.01e-39	FOXA1	forkhead box A1
16509	3.92e-39	3.01e-39	HIF1A-AS2///HIF1A	HIF1A antisense RNA 2///hypoxia inducible factor 1 alpha subunit
5247	3.92e-39	3.02e-39	MBIP	MAP3K12 binding inhibitory protein 1
13310	3.93e-39	3.02e-39	CCER2	coiled-coil glutamate rich protein 2
26270	3.94e-39	3.03e-39	HLA-DRB3	major histocompatibility complex, class II, DR beta 3
33408	3.94e-39	3.03e-39	GPR180	G protein-coupled receptor 180
29020	3.95e-39	3.04e-39	PAK1IP1	PAK1 interacting protein 1
4261	3.96e-39	3.04e-39	FIBP	FGF1 intracellular binding protein
22545	3.96e-39	3.05e-39		
31983	3.97e-39	3.05e-39	QKI	QKI, KH domain containing RNA binding
5090	3.97e-39	3.06e-39	CES2	carboxylesterase 2
5862	3.97e-39	3.06e-39	SMAD3	SMAD family member 3
19315	3.98e-39	3.06e-39	DCAF11	DDB1 and CUL4 associated factor 11
40863	3.98e-39	3.06e-39	SMIM19	small integral membrane protein 19
1428	3.99e-39	3.07e-39		
14955	3.99e-39	3.07e-39	PROKR1	prokineticin receptor 1
4449	3.99e-39	3.07e-39	AQP1	aquaporin 1 (Colton blood group)
43892	4.00e-39	3.08e-39	HDAC5	histone deacetylase 5
14532	4.00e-39	3.08e-39	IFIT5	interferon induced protein with tetratricopeptide repeats 5
31948	4.01e-39	3.08e-39		
39270	4.01e-39	3.09e-39	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B
7770	4.04e-39	3.11e-39		
37455	4.05e-39	3.12e-39	SERPINB1	serpin family B member 1
9199	4.07e-39	3.13e-39	RAMP1	receptor activity modifying protein 1
