GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
6319	9.95e-01	9.68e-01	0.566	0.040106	0.0226882	6080.7	SCD	stearoyl-CoA desaturase
23254	9.95e-01	9.68e-01	0.452	-0.039861	-0.0180097	678.13	KAZN	kazrin, periplakin interacting protein
79573	9.95e-01	9.68e-01	0.295	-0.039665	-0.0117056	413.1	TTC13	tetratricopeptide repeat domain 13
5721	9.95e-01	9.68e-01	0.359	-0.039774	-0.0142933	1765.67	PSME2	proteasome activator subunit 2
388272	9.95e-01	9.68e-01	0.263	0.039812	0.010476	118.32	C16orf87	chromosome 16 open reading frame 87
10230	9.95e-01	9.68e-01	0.255	-0.039723	-0.0101169	140.88	NBR2	neighbor of BRCA1 lncRNA 2
131578	9.95e-01	9.69e-01	0.75	-0.03922	-0.029401	242.82	LRRC15	leucine rich repeat containing 15
219854	9.95e-01	9.69e-01	0.28	0.039332	0.0110123	212.13	TMEM218	transmembrane protein 218
100528032	9.95e-01	9.69e-01	0.754	-0.039268	-0.029618	69.59	KLRC4-KLRK1	KLRC4-KLRK1 readthrough
102723665	9.96e-01	9.69e-01	0.415	0.038992	0.0161923	20.33	LOC102723665	uncharacterized LOC102723665
9587	9.96e-01	9.69e-01	0.217	-0.038684	-0.0083865	371.72	MAD2L1BP	MAD2L1 binding protein
51061	9.96e-01	9.69e-01	0.418	0.03843	0.016058	1204.95	TXNDC11	thioredoxin domain containing 11
79901	9.96e-01	9.70e-01	0.595	0.038118	0.0226698	805.6	CYBRD1	cytochrome b reductase 1
105374855	9.96e-01	9.70e-01	0.712	-0.037602	-0.0267871	72.82	MALLP2	MALL pseudogene 2
4043	9.96e-01	9.70e-01	0.254	0.037213	0.0094572	2329.83	LRPAP1	LDL receptor related protein associated protein 1
51194	9.96e-01	9.70e-01	0.298	-0.037663	-0.0112334	240.93	IPO11	importin 11
112441434	9.96e-01	9.70e-01	0.341	0.037808	0.012906	30.26	SHLD3	shieldin complex subunit 3
107986372	9.96e-01	9.70e-01	0.446	-0.037222	-0.0165853	17.61	LOC107986372	mitochondrial import receptor subunit TOM5 homolog
107986373	9.96e-01	9.70e-01	0.446	-0.037222	-0.0165853	17.61	LOC107986373	mitochondrial import receptor subunit TOM5 homolog
56897	9.96e-01	9.70e-01	0.288	-0.037593	-0.0108222	1091.39	WRNIP1	WRN helicase interacting protein 1
102724168	9.96e-01	9.70e-01	0.972	-0.037239	-0.0361978	21.98	LINC02542	long intergenic non-protein coding RNA 2542
83860	9.96e-01	9.70e-01	0.217	-0.03749	-0.008127	302.17	TAF3	TATA-box binding protein associated factor 3
9112	9.96e-01	9.70e-01	0.354	0.03773	0.0133687	1931.12	MTA1	metastasis associated 1
100500827	9.96e-01	9.70e-01	0.445	0.037294	0.01658	19.27	MIR3614	microRNA 3614
3597	9.96e-01	9.70e-01	0.371	0.037868	0.0140415	1552.4	IL13RA1	interleukin 13 receptor subunit alpha 1
135228	9.96e-01	9.70e-01	0.495	0.037036	0.0183214	894.93	CD109	CD109 molecule
57509	9.96e-01	9.70e-01	0.547	-0.037091	-0.0202729	1387.86	MTUS1	microtubule associated scaffold protein 1
91404	9.96e-01	9.71e-01	0.495	-0.036953	-0.0182809	518.35	SESTD1	SEC14 and spectrin domain containing 1
101928487	9.96e-01	9.71e-01	0.351	-0.036825	-0.0129226	28.95	LOC101928487	uncharacterized LOC101928487
55214	9.96e-01	9.71e-01	0.753	-0.036746	-0.0276718	693.9	P3H2	prolyl 3-hydroxylase 2
613	9.96e-01	9.71e-01	0.383	-0.036704	-0.0140724	2390.62	BCR	BCR activator of RhoGEF and GTPase
54626	9.96e-01	9.71e-01	0.804	0.0361	0.0290254	1276.4	HES2	hes family bHLH transcription factor 2
105373945	9.96e-01	9.71e-01	0.807	0.036314	0.0293197	34.73	LOC105373945	uncharacterized LOC105373945
89782	9.96e-01	9.71e-01	0.412	-0.036031	-0.0148282	250.39	LMLN	leishmanolysin like peptidase
285527	9.96e-01	9.71e-01	0.503	-0.036047	-0.0181405	964.52	FRYL	FRY like transcription coactivator
8737	9.96e-01	9.71e-01	0.213	-0.036022	-0.0076553	826.95	RIPK1	receptor interacting serine/threonine kinase 1
319101	9.96e-01	9.71e-01	1.56	0.036451	0.0568548	64.16	KRT73	keratin 73
51637	9.96e-01	9.71e-01	0.221	0.036353	0.0080456	1509.57	RTRAF	RNA transcription, translation and transport factor
57338	9.96e-01	9.71e-01	0.75	0.036192	0.0271322	61.96	JPH3	junctophilin 3
10672	9.96e-01	9.71e-01	0.288	-0.036164	-0.0103996	923.22	GNA13	G protein subunit alpha 13
100529207	9.96e-01	9.71e-01	0.286	-0.035944	-0.0102926	260.02	RAD51L3-RFFL	RAD51L3-RFFL readthrough
1515	9.96e-01	9.71e-01	0.59	0.035855	0.0211546	414.59	CTSV	cathepsin V
10538	9.96e-01	9.71e-01	0.566	-0.035774	-0.0202473	205.79	BATF	basic leucine zipper ATF-like transcription factor
100507463	9.97e-01	9.72e-01	0.527	0.035624	0.0187814	757.87	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)
7799	9.97e-01	9.73e-01	0.264	-0.033941	-0.0089624	1128.87	PRDM2	PR/SET domain 2
25949	9.97e-01	9.76e-01	0.218	0.030633	0.0066741	508.78	SYF2	SYF2 pre-mRNA splicing factor
164091	9.97e-01	9.76e-01	0.366	-0.030027	-0.0109769	728.74	PAQR7	progestin and adipoQ receptor family member 7
149466	9.97e-01	9.74e-01	0.692	-0.032425	-0.0224381	183.34	C1orf210	chromosome 1 open reading frame 210
25832	9.97e-01	9.76e-01	0.272	0.030305	0.0082492	633.9	NBPF14	NBPF member 14
8394	9.97e-01	9.76e-01	0.246	0.030096	0.0074102	1233.08	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
54344	9.97e-01	9.73e-01	0.372	-0.033348	-0.0123954	590.9	DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory
9877	9.97e-01	9.73e-01	0.337	-0.033952	-0.011444	1884.25	ZC3H11A	zinc finger CCCH-type containing 11A
129642	9.97e-01	9.76e-01	0.562	0.030489	0.0171325	1006.86	MBOAT2	membrane bound O-acyltransferase domain containing 2
51277	9.97e-01	9.73e-01	0.306	0.033267	0.010186	101.57	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27
200728	9.97e-01	9.72e-01	0.309	0.034975	0.0108117	34.78	TMEM17	transmembrane protein 17
50489	9.97e-01	9.75e-01	0.676	-0.031115	-0.0210274	108.18	CD207	CD207 molecule
254773	9.97e-01	9.72e-01	0.541	0.034882	0.0188883	25.22	LYG2	lysozyme g2
11138	9.97e-01	9.74e-01	0.308	0.033082	0.0101729	1021.51	TBC1D8	TBC1 domain family member 8
101927492	9.97e-01	9.76e-01	0.268	0.030163	0.0080937	60.77	MRPS9-AS1	MRPS9 antisense RNA 1
6741	9.97e-01	9.74e-01	0.283	-0.032552	-0.0092054	707.41	SSB	small RNA binding exonuclease protection factor La
92691	9.97e-01	9.76e-01	0.836	0.030423	0.0254208	37.95	TMEM169	transmembrane protein 169
7701	9.97e-01	9.75e-01	0.26	0.031728	0.0082651	1271.58	ZNF142	zinc finger protein 142
105373970	9.97e-01	9.75e-01	0.776	0.03076	0.0238594	18.4	SNED1-AS1	SNED1 antisense RNA 1
10494	9.97e-01	9.76e-01	0.303	-0.030673	-0.0093011	2062.98	STK25	serine/threonine kinase 25
51517	9.97e-01	9.73e-01	0.349	0.033661	0.0117477	792.26	NCKIPSD	NCK interacting protein with SH3 domain
25978	9.97e-01	9.74e-01	0.302	0.032818	0.0099067	385.32	CHMP2B	charged multivesicular body protein 2B
102723458	9.97e-01	9.76e-01	0.664	-0.030344	-0.0201462	86.55	LOC102723458	uncharacterized LOC102723458
201725	9.97e-01	9.76e-01	0.347	-0.030465	-0.0105622	135.44	C4orf46	chromosome 4 open reading frame 46
8293	9.97e-01	9.76e-01	0.396	0.029959	0.0118749	137.19	SERF1A	small EDRK-rich factor 1A
55374	9.97e-01	9.76e-01	0.318	-0.030051	-0.0095475	512.86	TMCO6	transmembrane and coiled-coil domains 6
56113	9.97e-01	9.73e-01	0.372	0.03434	0.0127887	88.7	PCDHGA2	protocadherin gamma subfamily A, 2
56101	9.97e-01	9.76e-01	0.609	0.030166	0.0183613	186.76	PCDHGB5	protocadherin gamma subfamily B, 5
2534	9.97e-01	9.74e-01	0.525	0.032168	0.0168899	831.66	FYN	FYN proto-oncogene, Src family tyrosine kinase
57120	9.97e-01	9.73e-01	0.335	-0.033597	-0.0112526	495.54	GOPC	golgi associated PDZ and coiled-coil motif containing
8504	9.97e-01	9.75e-01	0.338	-0.031602	-0.0106783	169.45	PEX3	peroxisomal biogenesis factor 3
10457	9.97e-01	9.73e-01	0.512	-0.033809	-0.0173192	4662.46	GPNMB	glycoprotein nmb
57002	9.97e-01	9.75e-01	0.215	0.031333	0.0067223	147.2	YAE1	YAE1 maturation factor of ABCE1
8468	9.97e-01	9.75e-01	0.456	0.030831	0.0140697	18.89	FKBP6	FKBP prolyl isomerase family member 6 (inactive)
1595	9.97e-01	9.73e-01	0.269	0.034299	0.0092258	547.05	CYP51A1	cytochrome P450 family 51 subfamily A member 1
154743	9.97e-01	9.76e-01	0.281	0.030479	0.0085516	128.88	BMT2	base methyltransferase of 25S rRNA 2 homolog
29969	9.97e-01	9.73e-01	0.505	0.033414	0.0168882	327.85	MDFIC	MyoD family inhibitor domain containing
10565	9.97e-01	9.76e-01	0.5	-0.030116	-0.01506	1200.61	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1
10247	9.97e-01	9.72e-01	0.315	-0.03523	-0.0110829	119.2	RIDA	reactive intermediate imine deaminase A homolog
90990	9.97e-01	9.72e-01	0.406	-0.034893	-0.0141672	910.32	KIFC2	kinesin family member C2
101927552	9.97e-01	9.76e-01	0.599	-0.029945	-0.0179281	14.91	LOC101927552	uncharacterized LOC101927552
169834	9.97e-01	9.74e-01	0.49	-0.033091	-0.0162302	36.12	ZNF883	zinc finger protein 883
10999	9.97e-01	9.72e-01	0.404	-0.0351	-0.0141884	1021.22	SLC27A4	solute carrier family 27 member 4
54536	9.97e-01	9.73e-01	0.27	0.034346	0.0092679	169.52	EXOC6	exocyst complex component 6
100616453	9.97e-01	9.73e-01	0.434	-0.034151	-0.0148375	16.21	MIR4687	microRNA 4687
89797	9.97e-01	9.73e-01	0.62	-0.033747	-0.0209359	1726.76	NAV2	neuron navigator 2
3508	9.97e-01	9.75e-01	0.28	-0.030933	-0.0086502	537.49	IGHMBP2	immunoglobulin mu DNA binding protein 2
107984344	9.97e-01	9.72e-01	0.369	-0.03485	-0.0128488	33.98	LOC107984344	
5138	9.97e-01	9.72e-01	0.587	0.035111	0.0206083	182.7	PDE2A	phosphodiesterase 2A
4297	9.97e-01	9.76e-01	0.299	0.030639	0.0091586	2403.12	KMT2A	lysine methyltransferase 2A
23650	9.97e-01	9.73e-01	0.863	-0.034142	-0.0294648	15708.32	TRIM29	tripartite motif containing 29
10566	9.97e-01	9.75e-01	0.38	-0.031151	-0.0118268	15.23	AKAP3	A-kinase anchoring protein 3
11331	9.97e-01	9.75e-01	0.435	-0.031791	-0.0138218	2933.51	PHB2	prohibitin 2
3164	9.97e-01	9.74e-01	0.405	0.033057	0.0133865	637.42	NR4A1	nuclear receptor subfamily 4 group A member 1
120863	9.97e-01	9.73e-01	0.298	-0.033997	-0.0101168	24.09	DEPDC4	DEP domain containing 4
122011	9.97e-01	9.73e-01	0.448	-0.033596	-0.0150592	23.53	CSNK1A1L	casein kinase 1 alpha 1 like
28984	9.97e-01	9.74e-01	0.319	0.03312	0.0105571	283.22	RGCC	regulator of cell cycle
196541	9.97e-01	9.72e-01	0.397	-0.034723	-0.0137773	28.8	METTL21C	methyltransferase 21C, AARS1 lysine
28471	9.97e-01	9.72e-01	0.978	-0.035178	-0.0344003	22.98	IGHV1-12	immunoglobulin heavy variable 1-12 (pseudogene)
646214	9.97e-01	9.74e-01	0.248	0.032303	0.0080182	83.82	LOC646214	p21 (RAC1) activated kinase 2 pseudogene
105376722	9.97e-01	9.76e-01	0.635	0.030682	0.0194689	24.79	LOC105376722	uncharacterized LOC105376722
11057	9.97e-01	9.72e-01	0.418	-0.034788	-0.0145266	1830.92	ABHD2	abhydrolase domain containing 2, acylglycerol lipase
22856	9.97e-01	9.74e-01	0.248	0.031972	0.0079397	750.92	CHSY1	chondroitin sulfate synthase 1
10295	9.97e-01	9.73e-01	0.35	-0.033741	-0.0117948	1108.04	BCKDK	branched chain keto acid dehydrogenase kinase
388284	9.97e-01	9.72e-01	0.363	-0.034564	-0.012539	48.85	C16orf86	chromosome 16 open reading frame 86
23035	9.97e-01	9.74e-01	0.354	-0.032282	-0.0114318	200.69	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
57707	9.97e-01	9.74e-01	0.499	-0.032658	-0.0163126	992.34	MEAK7	MTOR associated protein, eak-7 homolog
140771	9.97e-01	9.73e-01	0.369	-0.034433	-0.0127154	56.15	SMCR5	Smith-Magenis syndrome chromosome region, candidate 5
8506	9.97e-01	9.75e-01	0.442	0.030927	0.0136587	439.53	CNTNAP1	contactin associated protein 1
84687	9.97e-01	9.76e-01	0.469	-0.030176	-0.0141596	2669.49	PPP1R9B	protein phosphatase 1 regulatory subunit 9B
6909	9.97e-01	9.74e-01	0.453	0.033182	0.0150176	385.75	TBX2	T-box transcription factor 2
101927897	9.97e-01	9.74e-01	0.539	0.03201	0.0172563	44.43	LOC101927897	uncharacterized LOC101927897
23370	9.97e-01	9.74e-01	0.296	0.032663	0.0096587	1512.76	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
23383	9.97e-01	9.76e-01	0.235	0.030228	0.0071182	1533.16	MAU2	MAU2 sister chromatid cohesion factor
101929007	9.97e-01	9.74e-01	0.916	-0.031968	-0.02928	37.03	LOC101929007	uncharacterized LOC101929007
23646	9.97e-01	9.74e-01	0.337	0.032369	0.0109239	4240.25	PLD3	phospholipase D family member 3
374907	9.97e-01	9.73e-01	0.652	-0.03408	-0.0222085	337.78	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8
54814	9.97e-01	9.74e-01	0.465	-0.032577	-0.0151464	271.81	QPCTL	glutaminyl-peptide cyclotransferase like
126017	9.97e-01	9.76e-01	0.536	0.030377	0.0162777	107.16	ZNF813	zinc finger protein 813
140700	9.97e-01	9.75e-01	0.44	0.030763	0.0135423	294.29	SAMD10	sterile alpha motif domain containing 10
105379506	9.97e-01	9.75e-01	0.51	0.031589	0.0160946	50.87	LOC105379506	
9681	9.97e-01	9.76e-01	0.18	0.029983	0.0054005	500.35	DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit
100506714	9.97e-01	9.75e-01	0.437	-0.030952	-0.0135298	177.41	NUP50-DT	NUP50 divergent transcript
55007	9.97e-01	9.72e-01	0.484	0.035071	0.0169916	655.82	FAM118A	family with sequence similarity 118 member A
64781	9.97e-01	9.73e-01	0.313	0.033739	0.0105496	1316.39	CERK	ceramide kinase
64743	9.97e-01	9.74e-01	0.361	-0.032563	-0.0117535	2199.19	WDR13	WD repeat domain 13
7007	9.97e-01	9.76e-01	0.502	0.029834	0.0149807	33.91	TECTA	tectorin alpha
22927	9.97e-01	9.76e-01	0.425	-0.029654	-0.0126092	199.26	HABP4	hyaluronan binding protein 4
8467	9.97e-01	9.76e-01	0.321	-0.029491	-0.0094604	1133.26	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
4482	9.97e-01	9.77e-01	0.296	-0.029438	-0.0087233	113.91	MSRA	methionine sulfoxide reductase A
10489	9.97e-01	9.77e-01	0.426	0.028976	0.012337	1769.74	LRRC41	leucine rich repeat containing 41
101928152	9.97e-01	9.77e-01	0.532	0.028891	0.0153667	140.45	LOC101928152	replaced by ID 101928173
1857	9.97e-01	9.77e-01	0.254	-0.029032	-0.0073856	3571.79	DVL3	dishevelled segment polarity protein 3
101929693	9.97e-01	9.77e-01	0.391	-0.028906	-0.0112881	45.06	RARA-AS1	RARA antisense RNA 1
85001	9.97e-01	9.77e-01	0.326	-0.028911	-0.0094382	26.96	MGC16275	uncharacterized protein MGC16275
9334	9.97e-01	9.77e-01	0.418	-0.02919	-0.0121918	2049.83	B4GALT5	beta-1,4-galactosyltransferase 5
107985497	9.97e-01	9.77e-01	0.4	0.029239	0.0116839	41.58	LOC107985497	
9620	9.97e-01	9.77e-01	0.478	-0.028944	-0.0138254	4716.1	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
64412	9.97e-01	9.77e-01	0.314	-0.028783	-0.0090293	381.56	GZF1	GDNF inducible zinc finger protein 1
57677	9.97e-01	9.77e-01	0.436	-0.028666	-0.0124841	157.02	ZFP14	ZFP14 zinc finger protein
100507316	9.97e-01	9.77e-01	0.361	-0.028545	-0.0103106	37.85	MINCR	MYC-induced long non-coding RNA
2155	9.97e-01	9.77e-01	0.762	-0.028401	-0.0216369	16.79	F7	coagulation factor VII
8808	9.97e-01	9.77e-01	0.717	-0.028276	-0.0202673	175.32	IL1RL2	interleukin 1 receptor like 2
752014	9.97e-01	9.77e-01	0.346	-0.028237	-0.0097753	118.94	CEMP1	cementum protein 1
100506473	9.97e-01	9.78e-01	0.383	-0.02806	-0.0107334	50.26	C2orf49-DT	C2orf49 divergent transcript
84629	9.97e-01	9.78e-01	0.346	-0.027767	-0.0096107	5028.33	TNRC18	trinucleotide repeat containing 18
84186	9.97e-01	9.78e-01	0.224	0.027686	0.006212	289.63	ZCCHC7	zinc finger CCHC-type containing 7
7743	9.97e-01	9.78e-01	0.385	0.027845	0.0107197	309.26	ZNF189	zinc finger protein 189
1856	9.97e-01	9.78e-01	0.341	-0.027698	-0.0094536	914.07	DVL2	dishevelled segment polarity protein 2
4298	9.97e-01	9.78e-01	0.327	-0.027737	-0.0090701	1818.77	MLLT1	MLLT1 super elongation complex subunit
7695	9.97e-01	9.78e-01	0.434	-0.027664	-0.0119939	109.64	ZNF136	zinc finger protein 136
93273	9.97e-01	9.78e-01	0.886	-0.027484	-0.0243585	100.25	LEMD1	LEM domain containing 1
285203	9.97e-01	9.79e-01	0.384	0.026906	0.0103189	347.54	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase
3015	9.97e-01	9.78e-01	0.394	0.027037	0.0106459	2307.72	H2AZ1	H2A.Z variant histone 1
729830	9.97e-01	9.79e-01	0.575	0.026905	0.0154665	626.1	FHIP1A	FHF complex subunit HOOK interacting protein 1A
23118	9.97e-01	9.78e-01	0.315	-0.027007	-0.0085084	1409.66	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
5524	9.97e-01	9.78e-01	0.375	0.027166	0.0101965	3383.72	PTPA	protein phosphatase 2 phosphatase activator
57546	9.97e-01	9.78e-01	0.39	0.027103	0.0105581	277.67	PDP2	pyruvate dehydrogenase phosphatase catalytic subunit 2
107987258	9.97e-01	9.78e-01	0.44	-0.027229	-0.0119878	52.88	LOC107987258	
728361	9.97e-01	9.78e-01	0.393	0.027115	0.0106455	17.53	OVOL3	ovo like zinc finger 3
100532742	9.97e-01	9.78e-01	0.491	-0.027126	-0.0133222	83.57	PIR-FIGF	PIR-FIGF readthrough
51209	9.97e-01	9.78e-01	0.83	-0.02746	-0.0227987	16.63	RAB9B	RAB9B, member RAS oncogene family
10561	9.97e-01	9.79e-01	0.821	-0.026548	-0.0217896	1270.19	IFI44	interferon induced protein 44
23099	9.97e-01	9.79e-01	0.438	0.026468	0.011604	402.06	ZBTB43	zinc finger and BTB domain containing 43
103344931	9.97e-01	9.79e-01	0.274	0.02654	0.007269	115.29	LOC103344931	uncharacterized LOC103344931
5756	9.97e-01	9.79e-01	0.348	0.02648	0.0092251	792.19	TWF1	twinfilin actin binding protein 1
3021	9.97e-01	9.79e-01	0.287	-0.026519	-0.007616	7215.92	H3-3B	H3.3 histone B
146705	9.98e-01	9.79e-01	0.318	-0.026124	-0.0082965	608.97	TEPSIN	TEPSIN adaptor related protein complex 4 accessory protein
5295	9.98e-01	9.79e-01	0.608	-0.026047	-0.0158465	1634.71	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
9728	9.98e-01	9.79e-01	0.393	0.025951	0.0102072	540.98	SECISBP2L	SECIS binding protein 2 like
5597	9.98e-01	9.79e-01	0.454	-0.025857	-0.011728	1159.95	MAPK6	mitogen-activated protein kinase 6
79796	9.98e-01	9.80e-01	0.207	0.02565	0.0053041	415.05	ALG9	ALG9 alpha-1,2-mannosyltransferase
130497	9.98e-01	9.81e-01	0.75	-0.023912	-0.017923	50.75	OSR1	odd-skipped related transcription factor 1
92906	9.98e-01	9.80e-01	0.258	0.025028	0.0064569	464.76	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like
79074	9.98e-01	9.81e-01	0.226	-0.024356	-0.0055131	319.77	C2orf49	chromosome 2 open reading frame 49
130340	9.98e-01	9.80e-01	0.525	-0.025418	-0.0133343	190.32	AP1S3	adaptor related protein complex 1 subunit sigma 3
51719	9.98e-01	9.81e-01	0.355	0.023896	0.0084724	1257.07	CAB39	calcium binding protein 39
643387	9.98e-01	9.80e-01	0.294	0.02474	0.0072715	176.22	TARDBPP3	TARDBP pseudogene 3
55254	9.98e-01	9.81e-01	0.198	-0.024298	-0.0048069	813.65	TMEM39A	transmembrane protein 39A
80817	9.98e-01	9.81e-01	0.459	0.024039	0.0110293	149.62	CEP44	centrosomal protein 44
51014	9.98e-01	9.81e-01	0.265	0.024245	0.0064293	719.91	TMED7	transmembrane p24 trafficking protein 7
55893	9.98e-01	9.80e-01	0.359	-0.024498	-0.0087957	1828.67	ZNF395	zinc finger protein 395
107984345	9.98e-01	9.80e-01	0.581	0.024685	0.0143375	40.29	SMIM38	small integral membrane protein 38
84975	9.98e-01	9.80e-01	0.364	-0.024661	-0.0089656	758.24	MFSD5	major facilitator superfamily domain containing 5
84915	9.98e-01	9.81e-01	0.633	-0.024168	-0.0152984	204.07	FAM222A	family with sequence similarity 222 member A
144406	9.98e-01	9.81e-01	0.526	-0.023815	-0.0125384	224.52	CFAP251	cilia and flagella associated protein 251
387893	9.98e-01	9.81e-01	0.239	-0.023919	-0.0057229	676.03	KMT5A	lysine methyltransferase 5A
100289635	9.98e-01	9.80e-01	0.427	0.025029	0.0106862	309.63	ZNF605	zinc finger protein 605
28408	9.98e-01	9.81e-01	0.754	0.023872	0.0179882	131.39	IGHV3-74	immunoglobulin heavy variable 3-74
643699	9.98e-01	9.81e-01	0.488	-0.024116	-0.0117704	64.27	GOLGA8N	golgin A8 family member N
55070	9.98e-01	9.80e-01	0.333	-0.024862	-0.0082737	131.89	DET1	DET1 partner of COP1 E3 ubiquitin ligase
2903	9.98e-01	9.81e-01	0.867	-0.024076	-0.0208697	28.8	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A
107984969	9.98e-01	9.80e-01	0.396	0.025175	0.0099797	18.75	TMEM11-DT	TMEM11 divergent transcript
105371730	9.98e-01	9.80e-01	0.318	0.025265	0.0080286	31.68	LOC105371730	uncharacterized LOC105371730
103689912	9.98e-01	9.81e-01	0.498	-0.024234	-0.0120683	21.03	TBX2-AS1	TBX2 antisense RNA 1
29761	9.98e-01	9.80e-01	0.366	-0.024499	-0.0089565	539.05	USP25	ubiquitin specific peptidase 25
706	9.98e-01	9.80e-01	0.534	-0.024923	-0.0133015	3028.14	TSPO	translocator protein
9767	9.98e-01	9.80e-01	0.513	0.02515	0.0128928	277.94	JADE3	jade family PHD finger 3
1288	9.98e-01	9.80e-01	1.089	0.025407	0.0276687	365.37	COL4A6	collagen type IV alpha 6 chain
28985	9.98e-01	9.80e-01	0.204	-0.025307	-0.005153	614.36	MCTS1	MCTS1 re-initiation and release factor
444	9.98e-01	9.81e-01	0.48	-0.023699	-0.0113865	1800.35	ASPH	aspartate beta-hydroxylase
58476	9.98e-01	9.81e-01	0.433	-0.023618	-0.0102345	1016.41	TP53INP2	tumor protein p53 inducible nuclear protein 2
57520	9.98e-01	9.81e-01	0.544	-0.023446	-0.0127525	187.09	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
54887	9.98e-01	9.81e-01	0.359	0.023389	0.0084063	808.32	BLTP3A	bridge-like lipid transfer protein family member 3A
1292	9.98e-01	9.81e-01	0.553	-0.023307	-0.0128955	14114.75	COL6A2	collagen type VI alpha 2 chain
6675	9.98e-01	9.82e-01	0.277	-0.023175	-0.0064244	690.74	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
105377771	9.98e-01	9.82e-01	0.29	0.023007	0.006665	79.34	LOC105377771	
8972	9.98e-01	9.82e-01	0.817	0.02311	0.0188727	52.27	MGAM	maltase-glucoamylase
10404	9.98e-01	9.82e-01	0.456	0.023079	0.0105285	345.84	CPQ	carboxypeptidase Q
27175	9.98e-01	9.82e-01	0.273	-0.022969	-0.0062607	612.25	TUBG2	tubulin gamma 2
4735	9.98e-01	9.82e-01	0.264	-0.022825	-0.0060161	4798.06	SEPTIN2	septin 2
55552	9.98e-01	9.82e-01	0.347	0.022806	0.0079194	104.32	ZNF823	zinc finger protein 823
9911	9.98e-01	9.82e-01	0.432	0.022429	0.0097005	125.4	TMCC2	transmembrane and coiled-coil domain family 2
51667	9.98e-01	9.82e-01	0.276	0.022487	0.0062136	1162.77	NUB1	negative regulator of ubiquitin like proteins 1
54928	9.98e-01	9.82e-01	0.268	-0.022516	-0.0060238	1108.04	BPNT2	3'(2'), 5'-bisphosphate nucleotidase 2
51490	9.98e-01	9.82e-01	0.298	-0.02261	-0.0067289	968.25	SPOUT1	SPOUT domain containing methyltransferase 1
6768	9.98e-01	9.82e-01	0.539	0.022658	0.0122203	6639.29	ST14	ST14 transmembrane serine protease matriptase
57805	9.98e-01	9.82e-01	0.322	-0.022253	-0.0071673	2291.06	CCAR2	cell cycle and apoptosis regulator 2
26191	9.98e-01	9.82e-01	0.611	0.022094	0.0134921	106.74	PTPN22	protein tyrosine phosphatase non-receptor type 22
41	9.98e-01	9.82e-01	0.566	0.02197	0.0124251	168.89	ASIC1	acid sensing ion channel subunit 1
54865	9.98e-01	9.83e-01	0.24	-0.021666	-0.0052035	679.86	GPATCH4	G-patch domain containing 4 (gene/pseudogene)
2960	9.98e-01	9.83e-01	0.262	-0.021565	-0.005644	233.81	GTF2E1	general transcription factor IIE subunit 1
101929072	9.98e-01	9.83e-01	0.449	0.021471	0.0096462	49.24	MICA-AS1	MICA antisense RNA 1
57221	9.98e-01	9.83e-01	0.755	0.021505	0.0162289	523.85	ARFGEF3	ARFGEF family member 3
5870	9.98e-01	9.83e-01	0.28	0.02151	0.0060122	1805.24	RAB6A	RAB6A, member RAS oncogene family
25831	9.98e-01	9.83e-01	0.365	-0.021509	-0.0078497	2133.49	HECTD1	HECT domain E3 ubiquitin protein ligase 1
6432	9.98e-01	9.83e-01	0.251	-0.021041	-0.005276	2080.13	SRSF7	serine and arginine rich splicing factor 7
84239	9.98e-01	9.83e-01	1.061	0.020977	0.022259	192.18	ATP13A4	ATPase 13A4
8641	9.98e-01	9.83e-01	0.39	0.021171	0.0082636	105.5	PCDHGB4	protocadherin gamma subfamily B, 4
10799	9.98e-01	9.83e-01	0.398	0.021154	0.0084263	86.5	RPP40	ribonuclease P/MRP subunit p40
8464	9.98e-01	9.83e-01	0.342	0.021271	0.0072826	138.38	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
84132	9.98e-01	9.83e-01	0.254	-0.02109	-0.0053664	480.78	USP42	ubiquitin specific peptidase 42
342909	9.98e-01	9.83e-01	0.413	-0.020964	-0.0086654	92.8	ZNF284	zinc finger protein 284
